대피시설명,지번주소,도로명주소,대피시설 인원수,경도,위도
효정하나플러스,서울특별시 강동구 암사동 672번지,서울특별시 강동구 구천면로47길 69-18 (암사동),2409,127.134008,37.551276
동아하이빌아파트(지하주차장),서울특별시 강동구 천호동 217번지 132호,서울특별시 강동구 구천면로 278 (천호동),14998,127.133885,37.544648
천호1동 공영주차장,서울특별시 강동구 천호동 87번지 26호,서울특별시 강동구 구천면로42길 60 (천호동 천호동 노외주차장),7997,127.13628,37.544988
동원베네스트아파트,서울특별시 강동구 암사동 670번지,서울특별시 강동구 고덕로 52-11 (암사동),3789,127.131128,37.554088
일주빌딩,서울특별시 강동구 천호동 234번지 6호,서울특별시 강동구 구천면로 304 (천호동),1769,127.134812,37.546727
강일리버파크 3단지(전동 지하주차장),서울특별시 강동구 강일동 674번지,서울특별시 강동구 아리수로93길 40 (강일동),37190,127.175108,37.565516
강일리버파크 4단지(전동 지하주차장),서울특별시 강동구 강일동 673번지,서울특별시 강동구 아리수로97길 19 (강일동),7091,127.176789,37.566994
강일리버파크 6단지(전동 지하주차장),서울특별시 강동구 강일동 684번지,서울특별시 강동구 아리수로94길 19 (강일동),17392,127.177266,37.562735
강일리버파크 9단지(전동 지하주차장),서울특별시 강동구 강일동 699번지,서울특별시 강동구 고덕로97길 29 (강일동),29873,127.177835,37.558351
암사3동주민센터,서울특별시 강동구 암사동 414번지 19호,서울특별시 강동구 고덕로 137 (암사동),1869,127.140783,37.554997
롯데캐슬(아)상가,서울특별시 강동구 암사동 414번지 18호,서울특별시 강동구 고덕로 133 (암사동),7922,127.140349,37.555255
롯데캐슬(아)(전동 지하주차장),서울특별시 강동구 암사동 414번지 2호,서울특별시 강동구 고덕로 131 (암사동 강동롯데캐슬퍼스트아파트),25697,127.14386,37.555168
현대홈타운아파트(전동 지하주차장),서울특별시 강동구 암사동 400번지,서울특별시 강동구 고덕로27길 36 (암사동 강동현대홈타운),16418,127.138441,37.55689
한강현대아파트(전동 지하주차장),서울특별시 강동구 암사동 442번지 1호,서울특별시 강동구 올림픽로104길 41 (암사동 한강현대아파트),9745,127.131309,37.556009
한강포스파크아파트(전동 지하주차장),서울특별시 강동구 암사동 445번지,서울특별시 강동구 고덕로19길 30 (암사동 한강포스파크아파트),2715,127.133822,37.556174
강일동복합청사,서울특별시 강동구 강일동 678번지,서울특별시 강동구 아리수로93길 9-14 (강일동),1280,127.173913,37.565036
강일초등학교,서울특별시 강동구 강일동 685번지,서울특별시 강동구 아리수로98길 24 (강일동),583,127.177212,37.565257
온조대왕체육관,서울특별시 강동구 고덕동 296번지,서울특별시 강동구 고덕로 285 (고덕동),2493,127.157457,37.55673
강일리버파크1단지(전동 지하주차장),서울특별시 강동구 강일동 665번지,서울특별시 강동구 아리수로93가길 25 (강일동),10001,127.172025,37.566868
강일리버파크2단지(전동 지하주차장),서울특별시 강동구 강일동 668번지,서울특별시 강동구 아리수로97길 68 (강일동),15813,127.176657,37.568732
강일리버파크5단지(전동 지하주차장),서울특별시 강동구 강일동 670번지,서울특별시 강동구 아리수로97길 20 (강일동),25630,127.178142,37.568517
강일리버파크7단지(전동 지하주차장),서울특별시 강동구 강일동 686번지,서울특별시 강동구 아리수로98길 25 (강일동),26684,127.178337,37.565277
강일리버파크8단지(전동 지하주차장),서울특별시 강동구 강일동 701번지,서울특별시 강동구 아리수로94길 72 (강일동),14928,127.176269,37.560719
강일리버파크10단지(전동 지하주차장),서울특별시 강동구 강일동 695번지,서울특별시 강동구 고덕로97길 20 (강일동),24689,127.179999,37.559204
명일1동 공영주차장,서울특별시 강동구 명일동 312번지 250호,서울특별시 강동구 구천면로 395 (명일동),7801,127.14291,37.551039
동산빌딩,서울특별시 강동구 명일동 345번지 24호,서울특별시 강동구 양재대로 1584 (명일동),673,127.143635,37.547007
해공도서관,서울특별시 강동구 천호동 360번지,서울특별시 강동구 올림픽로 702 (천호동),728,127.125538,37.543948
쌍용플래티넘리버,서울특별시 강동구 천호동 432번지 10호,서울특별시 강동구 올림픽로 659 (천호동),7117,127.123565,37.540327
대동피렌체리버,서울특별시 강동구 천호동 442번지 34호,서울특별시 강동구 올림픽로 667 (천호동),2218,127.123956,37.541132
홈플러스,서울특별시 강동구 천호동 42번지,서울특별시 강동구 양재대로 1571 (천호동),31827,127.142258,37.545718
강동그린타워,서울특별시 강동구 길동 459번지 3호,서울특별시 강동구 천호대로 1139 (길동 강동그린타워),8164,127.13812,37.534596
둔촌푸르지오아파트(전동지하),서울특별시 강동구 둔촌동 630번지,서울특별시 강동구 명일로 172 (둔촌동),4718,127.145072,37.534142
한화오벨리스크,서울특별시 강동구 명일동 48번지 17호,서울특별시 강동구 동남로 877 (명일동),3872,127.155802,37.552014
강동역SK허브,서울특별시 강동구 길동 445번지 1호,서울특별시 강동구 천호대로 1107 (길동 강동역에스케이허브),7189,127.134844,37.53558
암사1동공영주차장,서울특별시 강동구 암사동 59번지 2호,서울특별시 강동구 고덕로28길 36 (암사동),4595,127.137999,37.552706
천호3동 공영주차장,서울특별시 강동구 천호동 167번지 195호,서울특별시 강동구 진황도로29길 34 (천호동 천호동공영주차장),7830,127.13327,37.539129
안말어린이공원 공영주차장,서울특별시 강동구 성내동 512번지,서울특별시 강동구 풍성로45길 11 (성내동 안말어린이공원 공영주차장),6482,127.129921,37.531256
명성교회 월드글로리아센터,서울특별시 강동구 명일동 340번지 1호,서울특별시 강동구 양재대로134길 52 (명일동 명성교회문화집회시설),8482,127.146426,37.547397
나비빌딩,서울특별시 강동구 천호동 453번지 19호,서울특별시 강동구 천호대로157길 14 (천호동),7263,127.127294,37.538229
성내동삼성아파트(전동지하),서울특별시 강동구 성내동 590번지,서울특별시 강동구 풍성로 128 (성내동 성내동삼성아파트),41504,127.125976,37.529947
암사2동 청사(지하주차장),서울특별시 강동구 암사동 503번지 8호,서울특별시 강동구 상암로3길 28 (암사동 암사2동주민센터),438,127.127273,37.551708
고덕리엔파크 1단지(전동 지하주차장),서울특별시 강동구 강일동 707번지,서울특별시 강동구 상일로 152 (강일동),28153,127.171359,37.561636
고덕리엔파크 2단지(전동 지하주차장),서울특별시 강동구 강일동 717번지,서울특별시 강동구 고덕로 427 (강일동),23608,127.173178,37.558796
고덕리엔파크 3단지(전동 지하주차장),서울특별시 강동구 강일동 490번지,서울특별시 강동구 상일로 74 (강일동),93427,127.174786,37.551368
삼성엔지니어링,서울특별시 강동구 상일동 500번지,서울특별시 강동구 상일로6길 26 (상일동),103564,127.175325,37.548818
강동경희대학교 병원,서울특별시 강동구 상일동 149번지,서울특별시 강동구 동남로 892 (상일동 강동경희대학교병원),21714,127.156965,37.553167
서희스타힐스 빌딩,서울특별시 강동구 명일동 48번지 7호,서울특별시 강동구 동남로 881 (명일동),3899,127.155775,37.552294
고덕1동 주민센터,서울특별시 강동구 고덕동 494번지 5호,서울특별시 강동구 양재대로156길 123 (고덕동 고덕제1동주민센터),336,127.151509,37.557282
고덕아이파크(전동 지하주차장),서울특별시 강동구 고덕동 499번지,서울특별시 강동구 동남로79길 26 (고덕동 고덕아이파크),92528,127.15374,37.559181
한솔솔파크 더리버 아파트(전동 지하주차장),서울특별시 강동구 암사동 518번지,서울특별시 강동구 선사로 120 (암사동 한솔 솔파크 더 리버),13078,127.123873,37.550232
래미안힐스테이트 고덕(지하주차장),서울특별시 강동구 고덕동 688번지,서울특별시 강동구 아리수로50길 50 (고덕동 래미안힐스테이트고덕),316960,127.148601,37.557685
강일리버파크11단지,서울특별시 강동구 강일동 689번지,서울특별시 강동구 고덕로97길 100 (강일동 강일리버파크11단지),8370,127.180097,37.562647
중앙보훈병원역,서울특별시 강동구 둔촌동 8번지 1호,서울특별시 강동구 동남로 지하 625 (둔촌동 중앙보훈병원역),11036,127.148544,37.528896
삼익아파트,서울특별시 금천구 독산동 956,서울특별시 금천구 남부순환로120길 22,6732,126.900721,37.478306
둔촌오륜역,서울특별시 강동구 둔촌동 227번지 7호,서울특별시 강동구 강동대로 지하 303 (둔촌동 둔촌오륜역),9096,127.13843,37.519424
덕산아파트,서울특별시 금천구 가산동 148-1,서울특별시 금천구 시흥대로151길 45,600,126.896072,37.47671
두산아파트,서울특별시 금천구 가산동 769,서울특별시 금천구 가산로 99,22624,126.891289,37.476157
가산동주민센터,서울특별시 금천구 가산동 144-3,서울특별시 금천구 가산로 129,400,126.891789,37.476852
가산디지털단지역(서울도시지하철공사),서울특별시 금천구 가산동 468-4,서울특별시 금천구 벚꽃로 309,15214,126.88256,37.481596
엘지텔레콤,서울특별시 금천구독산동 145-6,서울특별시 금천구 시흥대로 479,2400,126.898217,37.476338
청광플러스 원아파트,서울특별시 금천구 독산동 1139,서울특별시 금천구 두산로11길 22,3340,126.894111,37.471293
독산1동주민센터,서울특별시 금천구 독산동 289-5,서울특별시 금천구 시흥대로123길 11,280,126.897042,37.470219
진도2차아파트,서울특별시 금천구 독산동 1133,서울특별시 금천구 두산로 36,3640,126.891916,37.470244
홈플러스 테스코㈜ 금천점(독산),서울특별시 금천구 독산동 291-7,서울특별시 금천구 시흥대로 391,19099,126.896884,37.468671
유창빌딩,서울특별시 금천구 독산동 293-5,서울특별시 금천구 범안로 1209,1880,126.896285,37.466826
현대아파트,서울특별시 금천구 독산동 293-10,서울특별시 금천구 범안로17길 12,1960,126.894548,37.467153
라이프아파트,서울특별시 금천구 독산동 1131,서울특별시 금천구 벚꽃로 60,400,126.892166,37.461099
이랜드해가든아파트,서울특별시 금천구 독산동 1143,서울특별시 금천구 벚꽃로6길 3,9612,126.892464,37.46061
금천현대아파트,서울특별시 금천구 독산동 711-2,서울특별시 금천구 벚꽃로 73,25808,126.890423,37.462909
한신아파트,서울특별시 금천구 독산동 1093-4,서울특별시 금천구 한내로 62,14512,126.888878,37.455391
위너스골프연습장,서울특별시 금천구 독산동 1066-2,서울특별시 금천구 시흥대로 296,595,126.899288,37.459684
무송빌딩,서울특별시 금천구 독산동 1066-1,서울특별시 금천구 시흥대로 302,200,126.898652,37.46065
호정타워아파트,서울특별시 금천구 독산동 1069,서울특별시 금천구 시흥대로88길 21,3600,126.900284,37.461188
대우그린빌라,서울특별시 금천구 독산동 1066-19,서울특별시 금천구 시흥대로90길 10,740,126.898965,37.460928
유당빌딩,서울특별시 금천구 독산동 1054,서울특별시 금천구 시흥대로 350,440,126.898031,37.464582
림스빌딩(이영림치과),서울특별시 금천구 독산동 1031-9,서울특별시 금천구 시흥대로 362,560,126.898034,37.465844
독산2동주민센터,서울특별시 금천구 독산동 1035-13,서울특별시 금천구 범안로 1240-7,2411,126.899739,37.466112
창영빌딩,서울특별시 금천구 독산동 1038,서울특별시 금천구 독산로 218,480,126.902006,37.466358
덕왕빌딩,서울특별시 금천구 독산동 1041-33,서울특별시 금천구 독산로64길 15,400,126.903435,37.46523
동양드림아파트,서울특별시 금천구 독산동 378-77,서울특별시 금천구 독산로58나길 56,438,126.906685,37.465521
목화2차아파트,서울특별시 금천구 독산동 1132,서울특별시 금천구 문성로3길 8,1200,126.904548,37.4767
목화빌라,서울특별시 금천구 독산동 885-5,서울특별시 금천구 문성로3길 3,816,126.904551,37.477077
목화1차아파트,서울특별시 금천구 독산동 961-13,서울특별시 금천구 문성로1길 7,1492,126.904171,37.476772
장미아파트,서울특별시 금천구 독산동 889-26,서울특별시 금천구 문성로 27,700,126.906612,37.476806
독산고등학교,서울특별시 금천구 독산동 907-34,서울특별시 금천구 문성로 64,660,126.91094,37.476219
크로바볼링장,서울특별시 금천구 독산동 983-13,서울특별시 금천구 시흥대로 440,1520,126.898891,37.472898
신한은행,서울특별시 금천구 독산동 983-16,서울특별시 금천구 시흥대로 446,400,126.898829,37.473309
금천세무서,서울특별시 금천구 독산동 953-9,서울특별시 금천구 시흥대로152길 11-21,480,126.8998,37.47802
신도브래뉴 아파트,서울특별시 금천구 독산동 955,서울특별시 금천구 시흥대로152길 25,13333,126.899959,37.477586
혜전빌딩,서울특별시 금천구 독산동 954-4,서울특별시 금천구 시흥대로 488,500,126.899214,37.477073
노보텔앰배서더,서울특별시 금천구 독산동 1030-1,서울특별시 금천구 시흥대로 378,4139,126.898375,37.467488
대덕트윈빌,서울특별시 금천구 독산동 1028,서울특별시 금천구 시흥대로112길 6,3242,126.89908,37.467317
금천우체국,서울특별시 금천구 독산동 286-9,서울특별시 금천구 시흥대로 410,560,126.898524,37.470146
주는 교회,서울특별시 금천구 독산동 1019-23,서울특별시 금천구 독산로 237,235,126.901778,37.467987
독산4동주민센터,서울특별시 금천구 독산동 1022,서울특별시 금천구 독산로 232,363,126.902146,37.467554
동심아파트,서울특별시 금천구 독산동 184-4,서울특별시 금천구 독산로78다길 12,1266,126.904875,37.469084
동아아파트,서울특별시 금천구 독산동 183-1,서울특별시 금천구 독산로78다길 52,5772,126.906366,37.46992
아셈그린힐,서울특별시 금천구 독산동 184-3,서울특별시 금천구 독산로78다길 22,1312,126.905172,37.469307
금천문화체육센터,서울특별시 금천구 독산동 371-2,서울특별시 금천구 독산로54길 188,5143,126.907341,37.470069
금천구청,서울특별시 금천구 시흥동 1020,서울특별시 금천구 시흥대로73길 70,12351,126.896037,37.457066
시흥베르빌아파트,서울특별시 금천구 시흥동 1015,서울특별시 금천구 시흥대로77길 23,2677,126.897679,37.457606
새한벤쳐월드,서울특별시 금천구 시흥동 113-15,서울특별시 금천구 시흥대로 281,4736,126.898163,37.458564
산호시티빌아파트,서울특별시 금천구 시흥동 999-1,서울특별시 금천구 시흥대로 251,5185,126.899577,37.456045
꿈나래어린이집,서울특별시 금천구 시흥동 118-90,서울특별시 금천구 금하로3길 32,152,126.897366,37.454929
목련아파트,서울특별시 금천구 시흥동 1009,서울특별시 금천구 금하로3길 26,1664,126.897439,37.454335
영광아파트,서울특별시 금천구 시흥동 992-12,서울특별시 금천구 시흥대로57길 17,640,126.90034,37.453005
건영아파트,서울특별시 금천구 시흥동 992-2,서울특별시 금천구 시흥대로59길 35,1384,126.898618,37.452946
성지아파트,서울특별시 금천구 시흥동 산173-8,서울특별시 금천구 시흥대로51길 55,2208,126.89706,37.451344
럭키아파트,서울특별시 금천구 시흥동 1002-1,서울특별시 금천구 시흥대로47길 43,5576,126.898955,37.450655
스카이 아파트,서울특별시 금천구 시흥동 989-9,서울특별시 금천구 시흥대로47길 35,628,126.900239,37.449537
시흥빌딩,서울특별시 금천구 시흥동 986-4,서울특별시 금천구 시흥대로 155,1090,126.902693,37.447885
시흥중앙교회,서울특별시 금천구 시흥동 870-27,서울특별시 금천구 시흥대로72길 13,1896,126.900297,37.457173
신동힐탑아파트,서울특별시 금천구 시흥동 882-11,서울특별시 금천구 시흥대로 254,317,126.900263,37.456404
금빛휘트니스센터,서울특별시 금천구 시흥동 893,서울특별시 금천구 금하로 668,3623,126.904406,37.452668
시흥1동주민센터,서울특별시 금천구 시흥동 886-6,서울특별시 금천구 시흥대로58길36,259,126.903266,37.453566
금천아파트,서울특별시 금천구 시흥동 898-17,서울특별시 금천구 금하로14길53-1,544,126.904547,37.450965
남서울힐스테이트아파트(1단지),서울특별시 금천구 시흥동 1026,서울특별시 금천구 시흥대로 165,29855,126.900723,37.447903
남서울힐스테이트아파트(2단지),서울특별시 금천구 시흥동 1026,서울특별시 금천구 시흥대로 165,68255,126.900723,37.447903
KT금천지점,서울특별시 금천구 시흥동 985-14,서울특별시 금천구 시흥대로 139,416,126.903076,37.446447
청담역,서울특별시 강남구 청담동 77-76,,14425,127.052039,37.519143
벽산아파트 2단지,서울특별시 금천구 시흥동 1010,서울특별시 금천구 금하로 793,4399,126.918245,37.452213
벽산아파트 1단지,서울특별시 금천구 시흥동 1010,서울특별시 금천구 금하로 793,39920,126.918245,37.452213
벽산아파트 5단지,서울특별시 금천구 시흥동 1013,서울특별시 금천구 금하로 816,86833,126.920021,37.449779
탑스빌 아파트,서울특별시 금천구 시흥동 268-46,서울특별시 금천구 금하로30길 34,3568,126.915346,37.448976
관악우방아파트,서울특별시 금천구 시흥동 1011,서울특별시 금천구 금하로 750,14545,126.913661,37.449073
벽산아파트 6단지,서울특별시 금천구 시흥동 1013-4,서울특별시 금천구 금하로 796,25231,126.916526,37.449008
금천종합복지타운,서울특별시 금천구 시흥동 267-9,서울특별시 금천구 금하로 764,1982,126.914612,37.449633
시흥유통상가,서울특별시 금천구 시흥동 984,서울특별시 금천구 시흥대로 97,25440,126.901072,37.444682
렉스빌 연립주택,서울특별시 금천구 시흥동 946,서울특별시 금천구 시흥대로28길 42,764,126.906143,37.442224
삼일아파트,서울특별시 금천구 시흥동 948,서울특별시 금천구 시흥대로24길 32,1382,126.906282,37.441275
시흥3동주민센터,서울특별시 금천구 시흥동 956-3,서울특별시 금천구 시흥대로18길 40,294,126.905821,37.440272
경남아파트,서울특별시 금천구 시흥동 820-12,서울특별시 금천구 독산로 78-1,4000,126.906999,37.454571
시흥4동주민센터,서울특별시 금천구 시흥동 812-38,서울특별시 금천구 독산로36길 14,503,126.906194,37.458981
월드메르디앙아파트,서울특별시 금천구 시흥동 806,서울특별시 금천구 독산로36길 36,5597,126.90696,37.459488
남부여성발전센터,서울특별시 금천구 시흥동 산139-2,서울특별시 금천구 독산로50길 23,404,126.905642,37.463218
삼익아파트,서울특별시 금천구 시흥동 5-13,서울특별시 금천구 독산로50길 89,44388,126.909126,37.463756
신현대아파트,서울특별시 금천구 시흥동 209,서울특별시 금천구 금하로23라길 31,2000,126.910663,37.454049
구현대아파트,서울특별시 금천구 시흥동 220-2,서울특별시 금천구 탑골로3길 50,4000,126.913817,37.453504
시흥5동주민센터,서울특별시 금천구 시흥동 832-14,서울특별시 금천구 금하로21길 20,140,126.908307,37.452396
카멜리아 지하2~3층,서울특별시 금천구 시흥동 831-6,서울특별시 금천구 금하로 705,4305,126.908347,37.451571
에벤에셀프라자,서울특별시 금천구 시흥동 912-20,서울특별시 금천구 금하로 720,8924,126.909473,37.450416
관악산 신도브래뉴 아파트,서울특별시 금천구 시흥동 1017,서울특별시 금천구 금하로24나길 48,7996,126.910676,37.448131
건우한마음 아파트 주차장,서울특별시 금천구 시흥동 929-33,서울특별시 금천구 금하로24길 91,1758,126.909463,37.447283
극동빌딩(지하),서울특별시 금천구 시흥동 936-1,서울특별시 금천구 시흥대로 158,424,126.903536,37.44818
경원오피스텔,서울특별시 강남구 청담동 5,,5672,127.045065,37.523593
신사지하철역,서울특별시 강남구 신사동 667,서울특별시 강남구 도산대로 지하 102 (신사동 신사역),4521,127.020329,37.516431
현대백화점,서울특별시 강남구 압구정동 429,서울특별시 강남구 압구정로 165 (현대백화점본점),10720,127.027427,37.527327
신사동주민센터,서울특별시 강남구 신사동 548-1,서울특별시 강남구 압구정로 128 (신사동 신사동주민센터),80,127.022797,37.523974
신구초등학교 복합화시설,서울특별시 강남구 신사동 550-11,서울특별시 강남구 압구정로18길 28 (신사동 신구초등학교),6017,127.023992,37.523361
광림교회 사회봉사관,서울특별시 강남구 신사동 568-2,서울특별시 강남구 논현로163길 33 (신사동 교회),14578,127.02558,37.523894
래미안 신사,서울특별시 강남구 신사동 506-9,서울특별시 강남구 압구정로2길 20 (신사동 래미안 신사),3410,127.01962,37.520104
풍림VIP텔,서울특별시 마포구 아현동 404번지,서울특별시 마포구 마포대로 127 (아현동),7608,126.952143,37.546196
디아이빌딩,서울특별시 강남구 논현동 58-6,서울특별시 강남구 논현로 703 (논현동 DI빌딩),760,127.030124,37.51439
삼주빌딩,서울특별시 강남구 논현동 1,서울특별시 강남구 강남대로 606 (논현동 삼주빌딩),1960,127.020157,37.515869
논현빌딩,서울특별시 강남구 논현동 50-1,서울특별시 강남구 강남대로 556 (논현동 논현빌딩),1560,127.021554,37.511566
법무사회관,서울특별시 강남구 논현동 151-25,서울특별시 강남구 논현로 651 (논현동 법무사회관),880,127.031281,37.511784
삼익악기빌딩,서울특별시 강남구 논현동 58-3,서울특별시 강남구 학동로 171 (논현동 삼익악기 빌딩),6608,127.029549,37.514047
건우빌딩,서울특별시 강남구 논현동 120,서울특별시 강남구 강남대로 548 (논현동 건우빌딩),1000,127.021888,37.511036
유현빌딩,서울특별시 강남구 논현동 175-10,서울특별시 강남구 논현로 627 (논현동 유현빌딩),800,127.032357,37.50956
거평타운,서울특별시 강남구 논현동 203-1,서울특별시 강남구 봉은사로 129 (논현동 거평타운),2200,127.028315,37.505917
신사역,서울특별시 강남구 신사동 667,서울특별시 강남구 도산대로 지하 102 (신사동 신사역),4520,127.020329,37.516431
논현1동주민센터,서울특별시 강남구 논현동 133-13,서울특별시 강남구 학동로20길 25 (논현동 논현1동주민센터),1861,127.028535,37.511503
논현역,서울특별시 강남구 논현동 279-67,서울특별시 강남구 학동로 지하 102 (논현동 논현역),7269,127.021658,37.511198
호텔더 디자이너스리즈 강남프리미어,서울특별시 강남구 논현동 201-4,서울특별시 강남구 봉은사로 113 (논현동 호텔더디자이너스리즈강남프리미어),1116,127.025877,37.505265
서울세관,서울특별시 강남구 논현동 71,서울특별시 강남구 언주로 721 (논현동 서울세관),6352,127.033777,37.518301
건설회관,서울특별시 강남구 논현동 71-2,서울특별시 강남구 언주로 711 (논현동 건설회관),4924,127.033426,37.517077
송암빌딩,서울특별시 강남구 논현동 84,서울특별시 강남구 언주로 709 (논현동 송암빌딩),4861,127.03493,37.516792
LGU+,서울특별시 강남구 논현동 261-1,서울특별시 강남구 언주로 616 (논현동 KIDC 논현센터),10712,127.036986,37.511047
두산빌딩,서울특별시 강남구 논현동 105-7,서울특별시 강남구 언주로 726 (논현동 두산빌딩),12544,127.035198,37.519383
논현2문화센터,서울특별시 강남구 논현동 114-24,서울특별시 강남구 학동로43길 17 (논현동 논현2동주민센터),3280,127.037204,37.517278
상일여자고등학교,,서울특별시 강동구 천호대로219길 61 (상일동 상일여자고등학교),2886,127.170824,37.548587
강동구청 본관 및 제2청사 지하,서울특별시 강동구 성내동 540번지,서울특별시 강동구 성내로 25 (성내동),2662,127.12379,37.530156
강동경찰서,서울특별시 강동구 성내동 541번지 1호,서울특별시 강동구 성내로 57 (성내동 강동경찰서),10014,127.126894,37.528676
강동고등학교,서울특별시 강동구 상일동 267번지,서울특별시 강동구 구천면로 572-0 (상일동),744,127.160669,37.549914
강동우체국,서울특별시 강동구 길동 403번지,서울특별시 강동구 양재대로112길 57 (길동 서울강동우체국),144,127.143202,37.536372
주공9단지아파트(전동지하),서울특별시 강동구 명일동 257번지,서울특별시 강동구 구천면로 476 (명일동),2252,127.151105,37.548962
현대1차아파트(전동지하),서울특별시 강동구 둔촌동 30번지 4호,서울특별시 강동구 동남로49길 57 (둔촌동 현대아파트),2418,127.146192,37.531185
둔촌천주교회,서울특별시 강동구 둔촌동 518번지,서울특별시 강동구 풍성로 241 (둔촌동),744,127.138584,37.528688
보훈병원,서울특별시 강동구 둔촌동 6번지 2호,서울특별시 강동구 진황도로61길 53 (둔촌동),3638,127.147926,37.528464
프라자아파트(전동지하),서울특별시 강동구 둔촌동 603번지,서울특별시 강동구 천호대로 1240 (둔촌동),1397,127.147983,37.535902
중구청,,서울특별시 중구 창경궁로 17,1755,126.998008,37.564121
삼익2차아파트(전동지하),서울특별시 강동구 명일동 15번지,서울특별시 강동구 고덕로 210 (명일동),12357,127.147066,37.553808
삼익가든아파트(전동지하),서울특별시 강동구 명일동 270번지,서울특별시 강동구 상암로 214 (명일동),7381,127.146235,37.546323
한영고등학교,서울특별시 강동구 상일동 166번지,서울특별시 강동구 동남로 832 (상일동),5864,127.157773,37.549142
강동소방서,서울특별시 강동구 성내동 541번지,서울특별시 강동구 성내로 39 (성내동),393,127.125371,37.529456
이마트 천호점,서울특별시 강동구 천호동 454번지 1호,서울특별시 강동구 천호대로 1017 (천호동),7181,127.12515,37.538726
세우빌딩,서울특별시 강동구 천호동 453번지 14호,서울특별시 강동구 천호대로 1037 (천호동),1557,127.127333,37.537841
강동성심병원,서울특별시 강동구 길동 445번지,서울특별시 강동구 성안로 150 (길동 강동성심병원),9503,127.135364,37.536143
현대종합상가 지하,서울특별시 강동구 명일동 347번지 3호,서울특별시 강동구 상암로 210 (명일동),1368,127.145794,37.5463
기아자동차 강동지점,서울특별시 강동구 성내동 397번지 3호,서울특별시 강동구 양재대로 1395 (성내동),1745,127.136817,37.530784
경창빌딩 지하주차장,서울특별시 강동구 성내동 428번지 6호,서울특별시 강동구 양재대로 1349 (성내동),335,127.135359,37.526718
명덕유치원 지하,서울특별시 강동구 고덕동 639번지 2호,서울특별시 강동구 동남로83길 66 (고덕동),419,127.153177,37.559871
강동보건소 지하,서울특별시 강동구 성내동 541번지 2호,서울특별시 강동구 성내로 45 (성내동),701,127.125585,37.529539
현대3차아파트 (전동지하),서울특별시 강동구 둔촌동 135번지 1호,서울특별시 강동구 진황도로 211 (둔촌동),1932,127.144879,37.527344
현대2차아파트(전동지하),서울특별시 강동구 둔촌동 70번지 5호,서울특별시 강동구 풍성로65길 34 (둔촌동),1603,127.140487,37.529468
강동구민회관 지하,서울특별시 강동구 천호동 41번지,서울특별시 강동구 상암로 168 (천호동),1267,127.141217,37.545764
코오롱상가 지하주차장,서울특별시 강동구 천호동 410번지 100호,서울특별시 강동구 진황도로 12 (천호동),5695,127.128211,37.539182
명성교회 지하주차장,서울특별시 강동구 명일동 331번지 1호,서울특별시 강동구 구천면로 452 (명일동),3903,127.147585,37.548964
명일엘지아파트(전동지하),서울특별시 강동구 명일동 332번지,서울특별시 강동구 상암로51길 61 (명일동),51991,127.146152,37.54866
대신증권 지하주차장,서울특별시 강동구 명일동 335번지 3호,서울특별시 강동구 양재대로 1596 (명일동),2025,127.143793,37.548081
신한오피스텔 지하주차장,서울특별시 강동구 성내동 120번지 89호,서울특별시 강동구 천호옛길 34 (성내동),796,127.122646,37.532247
농협중앙회 서울지역본부,서울특별시 강동구 성내동 451번지,서울특별시 강동구 올림픽로 528 (성내동 농협서울지역본부),3176,127.1204,37.529401
심포니타워,서울특별시 강동구 성내동 416번지 6호,서울특별시 강동구 양재대로 1365 (성내동),780,127.135875,37.528065
KT강동지사,서울특별시 강동구 길동 415번지 9호,서울특별시 강동구 천호대로175길 39 (길동),2415,127.136972,37.537011
4H회관,서울특별시 강동구 명일동 48번지 1호,서울특별시 강동구 동남로73길 31 (명일동),1048,127.154467,37.552671
현대아파트(전동지하),서울특별시 강동구 천호동 168번지 6호,서울특별시 강동구 진황도로 47-2 (천호동),1889,127.132971,37.538559
현대프라자상가,서울특별시 강동구 천호동 410번지 105호,서울특별시 강동구 진황도로 18 (천호동),6785,127.129112,37.539269
동화빌딩(달려라병원),서울특별시 강동구 길동 318번지,서울특별시 강동구 천호대로 1165 (길동),1139,127.140932,37.534084
강동수도사업소,서울특별시 강동구 성내동 541번지 4호,서울특별시 강동구 성내로 51 (성내동 강동수도사업소),680,127.126337,37.529094
삼성화원아파트,서울특별시 마포구 망원동 494번지,서울특별시 마포구 망원로10길 6 (망원동 삼성화원아파트),1720,126.906639,37.557478
중구구민회관,,서울특별시 중구 을지로39길 40,1099,127.005796,37.568987
망원대상4차아파트 주차장,서울특별시 마포구 망원동 492번지,서울특별시 마포구 포은로8길 8 (망원동 망원동대상4차아파트),1100,126.905269,37.55618
망원1차 대림아파트,서울특별시 마포구 망원동 496번지,서울특별시 마포구 망원로2길 103 (망원동 망원1차대림아파트),1864,126.905068,37.55334
태청아파트,서울특별시 마포구 망원동 501번지,서울특별시 마포구 포은로6길 34 (망원동 태청아파트),1038,126.906727,37.55581
시티아파트 주차장,서울특별시 마포구 망원동 504번지,서울특별시 마포구 포은로6길 33 (망원동 시티아파트),870,126.906667,37.556156
강변타운아파트,서울특별시 마포구 망원동 490번지,서울특별시 마포구 동교로3길 79 (망원동 강변타운아파트),1440,126.899816,37.553973
