좌표정보(x),좌표정보(y),비상시설위치,시설명건물명
174791.16,444532.6456,인천광역시 부평구 산곡동 294번지 35호,우성아파트
174309.8722,444589.0762,인천광역시 부평구 산곡동 142번지 3호,경남1차아파트 지하주차장
174240.2411,444305.6456,인천광역시 부평구 산곡동 274번지 5호,경남4차아파트 지하주차장
175603.2019,442789.9197,인천광역시 부평구 부평동 686번지,동수지하철역
166105.2465,441984.12,인천광역시 중구 북성동1가 3번지 1호,인천역
168238.8025,440774.6913,인천광역시 중구 도원동 12번지 20호,도원지하보도
167079.1107,442407.5103,인천광역시 동구 화수동 79번지 4호,영풍아파트
171356.3928,437953.618,인천광역시 미추홀구 학익동 48번지 1호,신동아5차아파트주차장
170505.6395,437802.9839,인천광역시 미추홀구 학익동 251번지 5호,대흥평창로시스빌딩
170456.2478,438242.1985,인천광역시 미추홀구 학익동 295번지 1호,두원계전빌딩
169739.4525,438009.7581,인천광역시 미추홀구 학익동 732번지 3호,엑슬루타워아파트
167669.4796,441991.6411,인천광역시 동구 송현동 165번지,솔빛마을2차주공아파트1단지
167823.6319,442139.5925,인천광역시 동구 송현동 166번지,솔빛마을2차주공아파트2단지
169076.5579,442076.6704,인천광역시 동구 송림동 341번지,송림휴먼시아 아파트
175343.0673,444995.553,인천광역시 부평구 부평동 879번지,부평구청 지하주차장
175701.2131,443745.3876,인천광역시 부평구 부평동 224번지 1호,부평시장 지하철역
166987.841,442176.8944,인천광역시 동구 화수동 321번지,화도진그린빌
169424.1099,442692.7227,인천광역시 동구 송림동 294번지,인천산업용품유통센터
167493.2834,438534.536,인천광역시 미추홀구 용현동 647번지,금호2차아파트 206동 지하주차장
167493.2834,438534.536,인천광역시 미추홀구 용현동 647번지,금호2차아파트 207동 지하주차장
167493.2834,438534.536,인천광역시 미추홀구 용현동 647번지,금호2차아파트 209동 지하주차장
167493.2834,438534.536,인천광역시 미추홀구 용현동 647번지,금호2차아파트 210동 지하주차장
167941.6218,438788.122,인천광역시 미추홀구 용현동 627번지 78호,한양1차아파트주차장
168986.331,440650.6168,인천광역시 미추홀구 숭의동 86번지 1호,숭의한화꿈에그린아파트
170317.7786,442024.8104,인천광역시 동구 송림동 297번지 37호,인천교자동차매매상가
170618.2168,441878.5245,인천광역시 동구 송림동 318번지 1호,인천의료원
173821.6998,444600.2604,인천광역시 부평구 산곡동 507번지,금호이수아파트
174135.5606,443432.7205,인천광역시 부평구 산곡동 311번지 126호,현대2차아파트 지하
173458.5193,445543.5969,인천광역시 부평구 산곡동 37번지 4호,현대3차아파트 지하
168081.7715,438238.0066,인천광역시 미추홀구 용현동 627번지 457호,윤성아파트 지하주차장
170256.7312,438809.4026,인천광역시 미추홀구 용현동 646번지,삼화아파트주차장
170996.9965,439794.0663,인천광역시 미추홀구 도화동 429번지 1호,롯데오피스텔
170560.7988,440325.5329,인천광역시 미추홀구 도화동 592번지 5호,인천정보산업진흥원
171398.7818,438710.7295,인천광역시 미추홀구 주안동 1443번지,남광로얄아파트 9동지하
168006.2225,439638.7812,인천광역시 미추홀구 용현동 572번지 3호,동아아파트주차장
168198.8951,440073.4603,인천광역시 미추홀구 숭의동 343번지 9호,로터리빌딩
168172.9401,440095.6758,인천광역시 미추홀구 숭의동 343번지 15호,햇살요양병원
171298.0315,437634.7009,인천광역시 미추홀구 학익동 48번지 14호,신동아3차아파트주차장
172316.1134,438136.7897,인천광역시 미추홀구 관교동 516번지,신비마을아파트 109동
172316.1134,438136.7897,인천광역시 미추홀구 관교동 516번지,신비마을아파트 110동
172488.0667,438035.5151,인천광역시 미추홀구 관교동 511번지,신비마을아파트 111동
172921.0749,444852.9737,인천광역시 부평구 산곡동 179번지 92호,현대아파트1차
168862.5089,441544.2689,인천광역시 동구 송림동 342번지,동산휴먼시아 1단지
175591.5367,445690.494,인천광역시 부평구 갈산동 361번지 3호,대동2차아파트
176077.3075,445435.5519,인천광역시 부평구 갈산동 369번지,팬더아파트
176077.3075,445435.5519,인천광역시 부평구 갈산동 369번지,동아아파트
175505.9764,445329.6907,인천광역시 부평구 갈산동 374번지,아주아파트
170575.6434,440923.2603,인천광역시 미추홀구 도화동 108번지 1호,TS굿모닝아파트
173043.0565,437724.3327,인천광역시 미추홀구 관교동 13번지 11호,동부아파트 102동
173043.0565,437724.3327,인천광역시 미추홀구 관교동 13번지 11호,동부아파트 103동
171209.5351,440692.1992,인천광역시 미추홀구 주안동 13번지 1호,현대홈타운 지하주차장
170084.1745,437551.7537,인천광역시 미추홀구 학익동 692번지 1호,호산아파트 101동 지하주차장
169852.541,437481.8559,인천광역시 미추홀구 학익동 702번지 2호,원흥아파트 주차장
173149.9569,437831.4454,인천광역시 미추홀구 관교동 13번지 9호,성지아파트 102동
170625.6978,437443.323,인천광역시 미추홀구 학익동 681번지 6호,하나아파트 지하주차장
172004.1088,440376.0373,인천광역시 미추홀구 주안동 32번지 1호,현광아파트 주차장
173001.7402,438004.7598,인천광역시 미추홀구 관교동 13번지 6호,삼환1차아파트 102동
173001.7402,438004.7598,인천광역시 미추홀구 관교동 13번지 6호,삼환1차아파트 103동
172836.6043,437538.2593,인천광역시 미추홀구 관교동 508번지,신비마을아파트 112동
172416.1869,438861.7114,인천광역시 미추홀구 주안동 1534번지,서울여성병원
167903.2701,439668.4827,인천광역시 미추홀구 용현동 573번지 2호,용현대우 아파트(1)
167903.2701,439668.4827,인천광역시 미추홀구 용현동 573번지 2호,용현대우 아파트(2)
169972.0595,437905.9362,인천광역시 미추홀구 학익동 719번지,동아풍림아파트 101동
169972.0595,437905.9362,인천광역시 미추홀구 학익동 719번지,동아풍림아파트 104동
169761.1406,437457.1987,인천광역시 미추홀구 학익동 703번지 2호,태산아파트 지하주차장
171937.3253,439646.8535,인천광역시 미추홀구 주안동 80번지 1호,현대아파트상가
169570.9016,437404.3011,인천광역시 미추홀구 학익동 707번지 5호,정광아파트주차장
168821.5128,441323.3034,인천광역시 동구 송림동 97번지 1호,동산중.고등학교
177576.297,437117.7347,인천광역시 남동구 서창동 558번지 2호,장수서창동 행정복지센터
176144.3549,439949.1297,인천광역시 남동구 만수동 1116번지 2호,만수2동 행정복지센터
175426.4764,440003.2527,인천광역시 남동구 만수동 847번지 1호,만수3동 행정복지센터
174879.3395,439126.1098,인천광역시 남동구 구월동 24번지,2단지구월롯데캐슬아파트
174516.9427,433487.8814,인천광역시 남동구 논현동 635번지 1호,휴먼시아3단지아파트
174841.8622,438553.0729,인천광역시 남동구 구월동 300번지 40호,남동소방서
173113.0368,438992.2354,인천광역시 남동구 구월동 1098번지 7호,구월3동 행정복지센터
175838.5692,439066.2773,인천광역시 남동구 만수동 922번지 1호,만수어린이공원
174891,440188,인천광역시 남동구 간석동 224번지,간석LH1단지아파트
173040.3687,439795.9089,인천광역시 남동구 간석동 520번지 3호,KT 인천지사
175014.844,445109.6498,인천광역시 부평구 청천동 199번지 51호,우진빌딩
174955.4194,445597.4759,인천광역시 부평구 청천동 112번지,갈산지하철역
175531.7116,445869.0123,인천광역시 부평구 갈산동 179번지 1호,갈산1동 한국아파트
175574.3693,445603.6887,인천광역시 부평구 갈산동 361번지 4호,대동1차아파트
168024.855,441105.0793,인천광역시 동구 창영동 30번지,동구민방위교육장
173149.9569,437831.4454,인천광역시 미추홀구 관교동 13번지 9호,성지아파트 103동
167337.0347,439032.3449,인천광역시 미추홀구 용현동 627번지 105호,한양2차아파트주차장
167493.2834,438534.536,인천광역시 미추홀구 용현동 647번지,금호2차아파트 203동 지하주차장
173499.2673,437739.3214,인천광역시 미추홀구 관교동 15번지,인천터미널공사
173313.9265,437767.6109,인천광역시 미추홀구 관교동 14번지,인천터미널 지하철역
172033.7092,441000.6006,인천광역시 미추홀구 주안동 17번지 1호,주안시범공단
172114.1346,440414.8332,인천광역시 미추홀구 주안동 22번지 33호,선정아파트지하주차장
171659.459,440299.0188,인천광역시 미추홀구 주안동 235번지,주안역지하상가
171639.5822,439947.4185,인천광역시 미추홀구 주안동 188번지,주안시민지하상가
172654.4466,439497.0221,인천광역시 미추홀구 주안동 1543번지 11호,세종빌딩
169720.9492,437718.0666,인천광역시 미추홀구 학익동 721번지,풍림아이원 아파트 102동
168752.5759,440479.4122,인천광역시 미추홀구 숭의동 129번지 9호,파란마을아파트
169720.9492,437718.0666,인천광역시 미추홀구 학익동 721번지,풍림아이원 아파트 119동
168446.4265,439180.9168,인천광역시 미추홀구 용현동 649번지,용현성원상떼빌아파트 지하 1
168446.4265,439180.9168,인천광역시 미추홀구 용현동 649번지,용현성원상떼빌아파트 지하 2
171946.3034,440565.1359,인천광역시 미추홀구 주안동 18번지 28호,궁전빌딩
174595.184,438413.218,인천광역시 남동구 구월동 1485번지,구월아시아드 선수촌 2단지아파트
174563.5737,438051.9654,인천광역시 남동구 구월동 1510번지,구월아시아드 선수촌 센트럴자이아파트
174812.4522,437616.8234,인천광역시 남동구 구월동 1554번지,구월아시아드 선수촌 8단지아파트
174304.6273,439443.0904,인천광역시 남동구 구월동 73번지 3호,석천사거리역
175827.1454,439274.9471,인천광역시 남동구 만수동 993번지,만수역
176672.1351,438477.1277,인천광역시 남동구 만수동 1006번지,남동구청역
168979.0555,442202.1375,인천광역시 동구 송림동 8번지 661호,누리아파트
166431.0066,442625.9786,인천광역시 동구 만석동 122번지,만석비치타운
168907.6207,440898.2086,인천광역시 동구 송림동 94번지 11호,진로아파트
170057.1736,438308.3272,인천광역시 미추홀구 학익동 306번지 30호,인하사대부중(스카우트실/다목적실등으로구성/야간경비상주)
171200.9459,437825.2477,인천광역시 미추홀구 학익동 50번지,신동아8차아파트주차장
172252.9106,438353.2134,인천광역시 미추홀구 주안동 1621번지,인천관교한신휴플러스
172514.469,438845.8561,인천광역시 미추홀구 주안동 1560번지,삼보빌딩
172535.3488,438829.8456,인천광역시 미추홀구 주안동 1560번지 1호,서울빌딩
173207.449,445773.2626,인천광역시 부평구 산곡동 63번지 70호,거산아파트
175866.9475,442736.8467,인천광역시 부평구 부평동 632번지 3호,라일실크빌아파트
177112.7257,446762.5675,인천광역시 부평구 삼산동 387번지 2호,미래타운1단지아파트
177416.9672,446754.0877,인천광역시 부평구 삼산동 390번지 6호,미래타운3단지아파트
178160.8129,441588.947,인천광역시 부평구 구산동 47번지 3호,근로복지공단 인천병원
175701.2131,443745.3876,인천광역시 부평구 부평동 224번지 1호,시장로터리 지하상가
175004.0476,442947.6917,인천광역시 부평구 부평동 750번지 21호,부평감리교회
174308.2874,441771.0165,인천광역시 부평구 십정동 592번지,부평삼거리 지하철역
168462.0323,441262.4455,인천광역시 동구 송림동 68번지 13호,천광한의원
176808.0022,443781.7719,인천광역시 부평구 부개동 502번지 8호,부개주공아파트
