좌표정보(x),좌표정보(y),비상시설위치,시설명건물명
414556.3024,235330.753,울산광역시 북구 화봉동 1440 화봉2주공아파트 206동,화봉2주공아파트
414174.9461,235236.81,울산광역시 북구 화봉동 1471 화봉휴먼시아아파트 303동,화봉휴먼시아아파트
413357.963,230894.6986,울산광역시 북구 명촌동 684번지,평창리비에르3차아파트
411695.9596,242731.1231,울산광역시 북구 중산동 617번지,현대글로리아아파트
412458.6261,240937.2864,울산광역시 북구 신천동 786번지,신천엠코타운 아파트
413060.3826,240871.3813,울산광역시 북구 매곡동 842번지,매곡푸르지오1차 아파트
421123.4941,239903.4475,울산광역시 북구 산하동 55번지 1호,씨코어호텔
412183.9637,239412.7634,울산광역시 북구 천곡동 402번지,원동현대아파트
410563.9146,239347.5582,울산광역시 북구 달천동 107번지,그린카운티1단지아파트
410612.9484,239440.2904,울산광역시 북구 달천동 107번지 1호,그린카운티2단지아파트
410643.5278,239571.8476,울산광역시 북구 달천동 107번지 7호,그린카운티3단지아파트
416415.8966,229802.7497,울산광역시 북구 양정동 802번지,양정힐스테이트2차아파트
416057.086,230506.1934,울산광역시 북구 양정동 500번지 33호,양정힐스테이트1차아파트
413754.9379,235084.0029,"울산광역시 북구 화봉동 639-1 효성,삼환아파트",효성삼환아파트
413768.0049,234785.652,울산광역시 북구 화봉동 667-1 한우리아파트,한우리아파트
419965.4447,227687.0763,울산광역시 동구 서부동 248번지 24호,서부 성원상떼빌 103동
419965.4447,227687.0763,울산광역시 동구 서부동 248번지 24호,서부 성원상떼빌 110동
419371.4579,224817.4271,울산광역시 동구 화정동 175번지,대송현대아파트 101동
419371.4579,224817.4271,울산광역시 동구 화정동 175번지,대송현대아파트 102동
419299.3072,225042.4063,울산광역시 동구 화정동 161번지 1호,대송현대아파트 201동
419299.3072,225042.4063,울산광역시 동구 화정동 161번지 1호,대송현대아파트 202동
419285.1282,225223.3462,울산광역시 동구 화정동 149번지 1호,금강아파트 201동
419285.1282,225223.3462,울산광역시 동구 화정동 149번지 1호,금강아파트 202동
419263.5894,225330.8664,울산광역시 동구 화정동 136번지,대송현대아파트 301동
419263.5894,225330.8664,울산광역시 동구 화정동 136번지,대송현대아파트 302동
420522.125,228404.8158,울산광역시 동구 서부동 257번지 30호,서부2차아파트 202동
419870.0192,224101.5724,울산광역시 동구 화정동 949번지,엠코타운이스턴베이
419995.0781,226955.1117,울산광역시 동구 전하동 301번지 24호,전하현대홈타운 102동 106동 지하주차장
413844.9109,238394.6426,울산광역시 북구 호계동 910번지 10호,호계1차 한양수자인 아파트
413206.6261,230875.9926,울산광역시 북구 명촌동 758번지 5호,명촌주공아파트
419760.9019,225932.2838,울산광역시 동구 전하동 660번지 1호,울산전하푸르지오 101동에서 103동 111동 112동
419965.4447,227687.0763,울산광역시 동구 서부동 248번지 24호,서부 성원상떼빌 114동
418832.2232,223430.9739,울산광역시 동구 방어동 1122번지,문현아이파크아파트
419817.454,230101.7331,울산광역시 동구 동부동 424-1 남목그린타워,남목그린타워
419790.9793,229319.7377,울산광역시 동구 서부동 590-8,광희빌딩
419745.1988,229802.9405,울산광역시 동구 서부동 385-3 서영골든타워아파트,서영골든타워
420542.2131,223701.2163,울산광역시 동구 방어동 59번지 1호,대왕암엘크루아파트주차장
419263.5894,225330.8664,울산광역시 동구 화정동 136번지,대송현대아파트 303동
419505.0943,223775.9541,울산광역시 동구 방어동 911번지 3호,우진비둘기3차아파트
420238.8051,227569.7213,울산광역시 동구 서부동 238번지 29호,명덕1차아파트 109동
419760.9019,225932.2838,울산광역시 동구 전하동 660번지 1호,울산전하푸르지오 104동에서 110동
420215.6005,224763.9996,울산광역시 동구 일산동 579번지 13호,시온리버빌
412907.7782,232782.0943,울산광역시 중구 동동 470번지 7호,성진파크맨션
412859.2195,233246.102,울산광역시 중구 동동 139번지 1호,월성개나리타운
412477.6907,234001.1651,울산광역시 중구 서동 34번지 1호,두강팔레스
412580.842,233052.1289,울산광역시 중구 서동 260번지 2호,병영교회
412411.9709,233917.5771,울산광역시 중구 서동 42번지 3호,청구빌라
412355.7521,233515.9525,울산광역시 중구 서동 66번지 13호,하니콤타워
420522.125,228404.8158,울산광역시 동구 서부동 257번지 30호,서부2차아파트 201동
420522.125,228404.8158,울산광역시 동구 서부동 257번지 30호,서부2차아파트 206동
420445.695,228178.1416,울산광역시 동구 서부동 257번지 4호,서부1차아파트 105동
420445.695,228178.1416,울산광역시 동구 서부동 257번지 4호,서부1차아파트 122동
420399.8923,226897.2297,울산광역시 동구 전하동 312번지 10호,동남로얄하이츠빌라 지하주차장
419965.4447,227687.0763,울산광역시 동구 서부동 248번지 24호,서부 성원상떼빌 109동
420109.6548,224879.9067,울산광역시 동구 일산동 576번지 9호 정림빌라트,정림빌라트
420374.0221,228764.0679,울산광역시 동구 서부동 284번지 1호,한아름아파트 101동
420238.8051,227569.7213,울산광역시 동구 서부동 238번지 29호,명덕1차아파트 103동
420238.8051,227569.7213,울산광역시 동구 서부동 238번지 29호,명덕1차아파트 111동
420445.695,228178.1416,울산광역시 동구 서부동 257번지 4호,서부1차아파트 101동
420445.695,228178.1416,울산광역시 동구 서부동 257번지 4호,서부1차아파트 110동
418855.2391,223708.3659,울산광역시 동구 방어동 1113번지,정림아파트
419566.8896,229369.7994,울산광역시 동구 서부동 519 미래아동병원,미래아동병원
419299.3072,225042.4063,울산광역시 동구 화정동 161번지 1호,대송현대아파트 203동
419279.3812,225160.7677,울산광역시 동구 화정동 149번지 2호,대송현대아파트 204동
420238.8051,227569.7213,울산광역시 동구 서부동 238번지 29호,명덕1차아파트 101동
420374.0221,228764.0679,울산광역시 동구 서부동 284번지 1호,한아름아파트 104동
410555.0109,227457.5211,울산광역시 남구 야음동 789번지 9호,야음동부아파트
410912.5336,232023.0161,울산광역시 중구 복산동 329번지 18호,송정골든빌라 지하주차장
405569.1614,231835.2536,울산광역시 중구 다운동 768번지,다운아파트 건물 지하실
406292.0718,230866.1482,울산광역시 중구 다운동 519번지 10호,나산빌딩 지하주차장
406197.5276,231212.7444,울산광역시 중구 다운동 620번지,삼성아파트 지하주차장
411639.148,228356.3244,울산광역시 남구 야음동 538번지 1호,한라하이타운아파트
411088.99,228065.6455,울산광역시 남구 야음동 596번지 5호,동서그린아파트
407619.5213,228794.1246,울산광역시 남구 옥동 191번지 1호,옥서홈타운 지하주차장
407848.0282,228319.1521,울산광역시 남구 옥동 268번지,한라한솔아파트 지하주차장
419985.5497,227610.0995,울산광역시 동구 서부동 238번지 27호,명덕2차아파트 204동
419965.4447,227687.0763,울산광역시 동구 서부동 248번지 24호,서부 성원상떼빌 101동
419965.4447,227687.0763,울산광역시 동구 서부동 248번지 24호,서부 성원상떼빌 105동
412926.1978,232833.5761,울산광역시 중구 동동 470번지 6호,서영현대골든타워
412667.5462,233945.1044,울산광역시 중구 서동 36번지,한라강변맨션
412375.6972,233847.0589,울산광역시 중구 서동 42번지 4호,한라하얏트
412523.0405,233953.3676,울산광역시 중구 서동 35번지 15호,해성빌라트 (상가건물)
408855.2629,233122.7337,울산광역시 중구 성안동 858번지 1호,"금호어울림 101동, 104동 지하주차장"
411993.9098,232248.3571,울산광역시 중구 약사동 612-38 삼성래미안1차아파트 102동,래미안1차 102동 지하주차장
411993.9098,232248.3571,울산광역시 중구 약사동 612-38 삼성래미안1차아파트 105동,래미안1차 105동 지하주차장
411993.9098,232248.3571,울산광역시 중구 약사동 612-38 107통 삼성래미안1차아파트,래미안1차 107동 지하주차장
410295.8451,231020.5164,울산광역시 중구 성남동 71번지 5호,(구)중구문화원 지하주차장
410076.8329,230778.8395,울산광역시 중구 성남동 190번지 239호,성남프라자 지하주차장
410360.3564,230989.4614,울산광역시 중구 성남동 62번지 3호,농협 성남동지점 지하
410129.7164,230847.1638,울산광역시 중구 성남동 190번지 40호,국민은행 지하주차장
412927.6903,228871.8434,울산광역시 남구 삼산동 324번지 15호,한화꿈에그린1단지아파트 입구 오른쪽 지하주차장
412886.3827,228706.143,울산광역시 남구 삼산동 324번지 17호,한화꿈에그린2단지아파트 입구 오른쪽 지하주차장
410036.2563,226706.7814,울산광역시 남구 선암동 672번지 6호,삼도가든맨션 지하주차장
411688.6067,227069.7141,울산광역시 남구 야음동 383번지 1호,삼한힐아파트 102동 지하주차장
412196.6371,229981.3216,울산광역시 남구 삼산동 1529번지 1호,벽산강변아파트지하주차장
409416.6257,230085.5544,울산광역시 남구 신정동 1877번지,두산위브더제니스지하주차장
407702.7663,229161.4852,울산광역시 남구 옥동 182번지,"옥동현대아파트 101동,102동 지하주차장"
408021.9738,230481.9332,울산광역시 중구 태화동 449번지 1호,태화동449-1지하
411694.2105,232492.5567,울산광역시 중구 약사동 707-48 래미안2차 203동,래미안2차아파트(203동앞) 지하주차장
419965.4447,227687.0763,울산광역시 동구 서부동 248번지 24호,서부 성원상떼빌 112동
419780.5912,226070.6994,울산광역시 동구 전하동 640번지 1호,전하아이파크 101동에서 109동
419780.5912,226070.6994,울산광역시 동구 전하동 640번지 1호,전하아이파크 201동에서 203동
410611.6393,230826.4099,울산광역시 중구 옥교동 120번지 2호,중앙시장(센트럴프라자) 지하주차장
409335.0249,231253.1368,울산광역시 중구 우정동 385번지,선경아파트4동 지하
409335.0249,231253.1368,울산광역시 중구 우정동 385번지,선경1차 아파트관리동 지하
409335.0249,231253.1368,울산광역시 중구 우정동 385번지,선경1차 아파트 지하 주차장
419833.6457,226255.2152,울산광역시 동구 전하동 630번지 1호,e편한세상전하 101동에서 108동
419833.6457,226255.2152,울산광역시 동구 전하동 630번지 1호,e편한세상전하 109동에서 116동
420336.9162,226101.481,울산광역시 동구 전하동 638번지 8호,해븐하늘빛 지하주차장
420447.3356,227528.2788,울산광역시 동구 서부동 110번지 1호,현대예술회관
420238.8051,227569.7213,울산광역시 동구 서부동 238번지 29호,명덕1차아파트 105동
420238.8051,227569.7213,울산광역시 동구 서부동 238번지 29호,명덕1차아파트 107동
420238.8051,227569.7213,울산광역시 동구 서부동 238번지 29호,명덕1차아파트 113동
420445.695,228178.1416,울산광역시 동구 서부동 257번지 4호,서부1차아파트 103동
410349.2902,227630.8447,울산광역시 남구 야음동 701번지 1호,수암한라에이스빌아파트 102동 지하주차장
407480.853,228469.4689,울산광역시 남구 옥동 257번지,옥동서광마을아파트 지하주차장
407614.0096,228994.6503,울산광역시 남구 옥동 191번지 58호,성도아파트 102동 앞 지하주차장
408988.8198,229591.0323,울산광역시 남구 신정동 1334-38 남산 포스코 더샵 아파트,남산포스코더샵 103동 지하주차장
410562.1149,227579.0746,울산광역시 남구 야음동 789번지 105호,쌍용스윗닷홈
410279.1466,228218.1936,울산광역시 남구 신정동 1852번지,신성미소지움1단지아파트 104동 지하주차장
410348.7904,228117.5627,울산광역시 남구 신정동 1853번지,신성미소지움2단지아파트 201동 지하주차장
391756.2738,232235.0865,울산광역시 울주군 언양읍 411번지 관리사무소 옆,서울산한신휴플러스아파트
403338,227491,울산광역시 울주군 청량읍 1476번지 1호,문수데시앙2단지아파트
403458,227462,울산광역시 울주군 청량읍 1477번지 1호,문수데시앙3단지아파트
403050.1961,223844.4479,울산광역시 울주군 청량읍 755번지,쌍용하나빌리지
409116.0253,222861.541,울산광역시 울주군 청량읍 상남리 878번지 1호 울주상남골드클래스,울주상남골드클래스
391666.5734,231532.3562,울산광역시 울주군 삼남읍 교동리 1555-1 울산 교동 리슈빌아파트,울산교동리슈빌아파트
391006.4973,228893.0763,울산광역시 울주군 삼남읍 교동리 1348-3 수산로얄팰리스,수산로얄팰리스아파트
392125.991,231782.0988,울산광역시 울주군 언양읍 187번지,세명다이아몬드아파트
408065.8776,220006.6827,울산광역시 울주군 온양읍 망양리 8 회야리버아파트,회야리버아파트106동
402837.3283,232300.7229,울산광역시 울주군 범서읍 881번지 2호 102동 앞,신한디아채아파트
401930.1096,231453.3194,울산광역시 울주군 범서읍 324번지 14호 중앙광장,한라그린피스맨션
405088.9707,230991.9815,울산광역시 울주군 범서읍 6번지 1호 303동 앞,굴화주공강변그린빌303동
392350.0784,232364.8979,울산광역시 울주군 언양읍 360번지 1호 104동 앞,언양동부주공아파트
391791.817,231818.1349,울산광역시 울주군 언양읍 291번지 4호,언양한라빌리지
407234.7537,214610.0316,울산광역시 울주군 온양읍 400번지 1호,상아대안1차아파트
407612.0935,214429.7069,울산광역시 울주군 온양읍 대안리 196 울산온양대우아파트,대우아파트107동
407136.1874,215705.8014,울산광역시 울주군 온양읍 남창리 29-3,온양문화복지센터
403210.9915,232887.503,울산광역시 울주군 범서읍 209번지 1호 503동 앞,구영2차푸르지오아파트
403121.9408,233133.5202,울산광역시 울주군 범서읍 204번지 1호 309동 앞,구영우미린1차아파트
392601.324,231514.8798,울산광역시 울주군 언양읍 145번지 2호,언양농협
405218.7065,230905.4039,울산광역시 울주군 범서읍 7번지 1호  406동 앞,굴화주공강변그린빌406동
392514.0871,232387.364,울산광역시 울주군 언양읍 498번지 103동 앞,신울산경남아너스빌아파트
403752.8291,232435.0952,울산광역시 울주군 범서읍 212번지 106동 앞,구영주공1단지아파트
401513.6661,231670.9033,울산광역시 울주군 범서읍 578번지 103동 앞,천상청구그린타운
407523.4316,214947.0379,울산광역시 울주군 온양읍 대안리 542 현대아파트,대안현대아파트101동
407492.7646,214860.0177,울산광역시 울주군 온양읍 대안리 543-11 현대아파트,대안현대아파트105동
396470.7834,229828.8019,울산광역시 울주군 언양읍 425번지 6호,반송대방아파트
403492.095,232597.8938,울산광역시 울주군 범서읍 211번지 1호 106동 앞,호반베르디움아파트
403297.5644,232651.9493,울산광역시 울주군 범서읍 207번지 1호 703동 앞,구영우미린2차아파트
404089.9607,229997.7632,울산광역시 울주군 범서읍 734번지 도로변 입구,문수마을동문굿모닝힐아파트
404055.8508,230247.6972,울산광역시 울주군 범서읍 758번지 도로변 입구,문수산더샵아파트
401586.5577,231402.0106,울산광역시 울주군 범서읍 650번지 6호 101동 뒤,청구제네스아파트
402925.9182,232595.5932,울산광역시 울주군 범서읍 855번지 2호 201동 옆,구영주공2단지아파트
403246.5768,233201.9486,울산광역시 울주군 범서읍 205번지 105동 옆,구영동문굿모닝힐아파트
402220.0819,231222.447,울산광역시 울주군 범서읍 268번지 301동,문수애시앙아파트
408058.9142,220063.2405,울산광역시 울주군 온양읍 망양리 7-4 회야리버아파트,회야리버아파트101동
409590.6559,217814.0133,울산광역시 울주군 온산읍 625번지 102동 앞,고려아연사원아파트
403355.0947,232988.4544,울산광역시 울주군 범서읍 208번지 101동 뒤,풍경채아파트
404901.1081,231235.6578,울산광역시 울주군 범서읍 353번지 후문 입구,굴화강변월드메르디앙아파트
405088.9707,230991.9815,울산광역시 울주군 범서읍 6번지 1호 307동 앞,굴화주공강변그린빌307동
403102.0551,232451.7866,울산광역시 울주군 범서읍 799번지 5호 301동 앞,범서현대3차아파트
403039.3644,232573.8841,울산광역시 울주군 범서읍 796번지 2호 202동 옆,한신아파트
398471.7857,230750.6783,울산광역시 울주군 언양읍 1023번지 51호 상가건물 앞,반천현대아파트
409288.2094,217416.2561,울산광역시 울주군 온산읍 600번지 8호,온산프라자
402022.3908,231497.3706,울산광역시 울주군 범서읍 324번지 14호 중앙광장,천상디아채아파트
402102.0811,231313.1259,울산광역시 울주군 범서읍 299번지 1호 중앙광장,천상동아아파트
407612.0935,214429.7069,울산광역시 울주군 온양읍 대안리 196 울산온양대우아파트,대우아파트109동
401868.9849,231296.2956,울산광역시 울주군 범서읍 324번지 2호 107동 앞,경동태원하이빌아파트
403429.9069,232420.6073,울산광역시 울주군 범서읍 370번지 1호 101동 앞,구영지구푸르지오1단지아파트
403429.9069,232420.6073,울산광역시 울주군 범서읍 370번지 1호 105동 앞,구영지구푸르지오2단지아파트
392775.1258,232066.6518,울산광역시 울주군 언양읍 385번지 3호,산정동부빌라트
391410.6037,231885.8034,울산광역시 울주군 언양읍 236번지,삼성아파트
401683.7832,231240.5129,울산광역시 울주군 범서읍 666번지 1호 도로변 입구,천상벽산아파트
401740.1982,231595.3707,울산광역시 울주군 범서읍 654번지 5호 중앙광장,천상국태그린빌아파트
391773.0615,232144.4412,울산광역시 울주군 언양읍 401번지 104동 앞,서울산두산위브아파트
408223.536,230599.638,울산광역시 중구 태화동 412번지 2호,동부아파트(104동부근)
420453.4471,229712.5213,울산광역시 동구 동부동 150번지,동부아파트 115동
419524.5496,225658.0303,울산광역시 동구 화정동 240번지,벽산우진타운 102동
419408.5692,224689.2241,울산광역시 동구 화정동 851번지,현대파라다이스 702동
419486.714,224050.9921,울산광역시 동구 화정동 877번지 8호,우진4차아파트
420408.7996,226235.9317,울산광역시 동구 전하동 621번지 14호,동울산우체국 지하주차장
420453.4471,229712.5213,울산광역시 동구 동부동 150번지,동부아파트 106동
420453.4471,229712.5213,울산광역시 동구 동부동 150번지,동부아파트 110동
407881.8211,230270.5751,울산광역시 중구 태화동 431번지 11호,서린하이츠
408223.536,230599.638,울산광역시 중구 태화동 412번지 2호,동부아파트(103동부근)
420453.4471,229712.5213,울산광역시 동구 동부동 150번지,동부아파트 104동
404220.038,229186.2343,울산광역시 남구 무거동 931번지 1호,협성현대 아파트 지하주차장
405139.7052,229442.1508,울산광역시 남구 무거동 478번지 1호,옥현2단지 209동~210동 지하주차장
420453.4471,229712.5213,울산광역시 동구 동부동 150번지,동부아파트 112동
420453.4471,229712.5213,울산광역시 동구 동부동 150번지,동부아파트 116동
420453.4471,229712.5213,울산광역시 동구 동부동 150번지,동부아파트 101동
420220.9106,230069.2844,울산광역시 동구 동부동 661번지,한신아파트
420487.0783,229930.8081,울산광역시 동구 동부동 120번지 1호,한라오로라아파트
420344.0288,229984.3206,울산광역시 동구 동부동 665번지,영진청구아파트
420350.7421,229893.5272,울산광역시 동구 동부동 668번지 1호,현대파크아파트
420104.9979,226278.5923,울산광역시 동구 전하동 624번지,한라한빛타운102동
418599.735,223236.72,울산광역시 동구 방어동 971번지,꽃바위현대아파트
418995.366,222926.9011,울산광역시 동구 방어동 992번지 2호 풍성비치타운,풍성비치타운
412606.0222,232340.5158,울산광역시 중구 남외동 475-5 병영삼일아파트,병영삼일아파트 201동 건물지하
410485.561,228373.4041,울산광역시 남구 달동 1395번지 13호,달동우방맨션 지하주차장
409894.2603,226528.8073,울산광역시 남구 선암동 559번지 12호,서광아파트 제2지하주차장
410251.4525,227045.4064,울산광역시 남구 야음동 881번지,롯데캐슬골드2단지아파트 211동 204동 지하주차장
408555.881,230706.3694,울산광역시 중구 태화동 26번지,강변맨션
408406.7426,230655.8175,울산광역시 중구 태화동 157번지,양지동산맨션
407791.4425,230266.6256,울산광역시 중구 태화동 431번지 10호,전원아파트
408784.4406,230815.3067,울산광역시 중구 태화동 11번지 14호,대륜아파트
408768.0646,230761.3363,울산광역시 중구 태화동 171번지,남운파크
412606.0222,232340.5158,울산광역시 중구 남외동 475-5 병영삼일아파트,병영삼일아파트 102동 건물지하
412403.3528,231501.6501,울산광역시 중구 남외동 1033번지 9호,울산광역시장애인문화센터(구 노인복지회관) 건물지하
413022.7288,232491.9299,울산광역시 중구 남외동 603번지 2호,중구보건소 건물지하
411266.7179,232250.4814,울산광역시 중구 복산동 186번지 2호,남운럭키 1동 건물 지하실
411186.556,232155.9385,울산광역시 중구 복산동 186번지 1호,성지아파트1동 건물 지하실
411186.556,232155.9385,울산광역시 중구 복산동 186번지 1호,성지아파트2동 건물 지하실
411186.556,232155.9385,울산광역시 중구 복산동 186번지 1호,성지아파트3동 건물 지하실
411420.686,232461.2109,울산광역시 중구 복산동 180번지 1호,중구청 건물 지하실
411539.7397,231707.9696,울산광역시 중구 복산동 36번지 8호,현아빌딩 지하주차장
410192.6677,226454.1079,울산광역시 남구 선암동 650번지,SK아파트 지하주차장
410092.7923,227185.6141,울산광역시 남구 야음동 878번지,롯데캐슬골드1단지아파트 105동 지하주차장
410201.277,226343.4446,울산광역시 남구 선암동 537번지 1호,삼익세라믹아파트
410034.9008,226366.2158,울산광역시 남구 선암동 542번지 5호,강남그린아파트 A동지하
410080.4447,226619.2698,울산광역시 남구 선암동 665번지 2호,현대아트맨션 1동 지하
410807.153,229455.0109,울산광역시 남구 신정동 1874번지,동문아뮤티지하주차장
410552.1889,228092.3452,울산광역시 남구 신정동 851번지 21호,신정현대홈타운3단지아파트 301동 지하주차장
410554.2664,228240.2413,울산광역시 남구 신정동 851번지 20호,신정현대홈타운4단지아파트 402동 지하주차장
410884.0015,228102.6156,울산광역시 남구 야음동 594번지 37호,신정현대홈타운1단지아파트
410714.5778,228011.0299,울산광역시 남구 야음동 594번지 10호,신정현대홈타운2단지아파트
411443.6943,227314.471,울산광역시 남구 야음동 828번지 5호,KT남울산전화국지하주차장
409689.3311,229040.4089,울산광역시 남구 신정동 583번지 3호,경남은행지하주차장
409595.2072,229312.8409,울산광역시 남구 신정동 176번지 6호,대원빌딩지하주차장
411568.2129,227393.8269,울산광역시 남구 야음동 455번지 1호,SK유공사원사택 102동 지하주차장
410422.1234,228458.8279,울산광역시 남구 달동 809번지 1호,SK뷰 아파트 104동 옆 지하주차장
410505.6724,228687.6638,울산광역시 남구 달동 651번지 3호,한라빌딩 지하주차장
410536.0936,228490.1735,울산광역시 남구 달동 758번지,삼성아파트 1단지 2단지 지하주차장
409393.6539,229876.0865,울산광역시 남구 신정동 479번지 17호,강변센트럴하이츠지하주차장 101동
409871.0393,226776.8906,울산광역시 남구 선암동 620-2 동서그린맨션,동서그린맨션 지하주차장
411959.991,229826.6739,울산광역시 남구 삼산동 1538번지 2호,평창3차현대아파트 603동 앞 지하주차장
412442.8691,228549.9288,울산광역시 남구 삼산동 1605번지 3호,현대문화1차아파트지하주차장
412441.2584,228752.9507,울산광역시 남구 삼산동 1591번지 4호,울산산업공구월드 지하주차장
412001.9667,229039.5633,울산광역시 남구 삼산동 1480번지 1호,롯데시네마지하주차장
411059.378,229679.3037,울산광역시 남구 달동 416번지 1호,달동문화공원지하주차장
408422.6523,228560.5631,울산광역시 남구 신정동 1639번지 1호,문수로IPARK 1단지지하주차장 106동 앞
408326.5336,228770.3752,울산광역시 남구 신정동 1639번지 51호,문수로IPARK 2단지지하주차장 207동 앞
408212.9618,228254.6776,울산광역시 남구 옥동 1418번지,대공원한신휴플러스아파트 지하주차장
407914.0126,229206.9462,울산광역시 남구 옥동 162번지 14호,청암현대아파트 지하주차장
405105.0875,230488.6742,울산광역시 남구 무거동 276번지 1호,굴화주공아파트2단지지하주차장 202동 옆 출입구
406122.4475,230740.7465,울산광역시 남구 무거동 130번지 6호,서희스타힐스아파트 지하주차장 101동 옆 지하주차장
408900.8714,228793.2188,울산광역시 남구 신정동 1890번지,문수로2차 IPARK 2단지지하주차장 202동 앞
405148.4082,230630.0662,울산광역시 남구 무거동 275번지 1호,굴화주공아파트1단지 지하주차장102동 앞 출입구
411854.688,226524.1451,울산광역시 남구 선암동 723번지,선암에코하이츠아파트 주차장
409403.5053,230711.3481,울산광역시 중구 우정동 285번지 15호,뉴강남탕 지하주차장
409335.0249,231253.1368,울산광역시 중구 우정동 385번지,선경아파트1동 지하
409335.0249,231253.1368,울산광역시 중구 우정동 385번지,선경아파트2동 지하
409335.0249,231253.1368,울산광역시 중구 우정동 385번지,선경아파트3동 지하
409335.0249,231253.1368,울산광역시 중구 우정동 385번지,선경아파트7동 지하
409335.0249,231253.1368,울산광역시 중구 우정동 385번지,선경아파트8동 지하
409335.0249,231253.1368,울산광역시 중구 우정동 385번지,선경아파트9동 지하
409335.0249,231253.1368,울산광역시 중구 우정동 385번지,선경아파트10동 지하
409258.0168,231105.5126,울산광역시 중구 우정동 369번지 1호,선경2차아파트201동 지하
409258.0168,231105.5126,울산광역시 중구 우정동 369번지 1호,선경2차아파트202동 지하
409258.0168,231105.5126,울산광역시 중구 우정동 369번지 1호,선경2차아파트203동 지하
409258.0168,231105.5126,울산광역시 중구 우정동 369번지 1호,선경2차아파트209동 지하
409258.0168,231105.5126,울산광역시 중구 우정동 369번지 1호,선경2차아파트210동 지하
409258.0168,231105.5126,울산광역시 중구 우정동 369번지 1호,선경2차아파트211동 지하
409258.0168,231105.5126,울산광역시 중구 우정동 369번지 1호,선경2차아파트212동 지하
409258.0168,231105.5126,울산광역시 중구 우정동 369번지 1호,선경2차아파트215동 지하
409258.0168,231105.5126,울산광역시 중구 우정동 369번지 1호,선경2차아파트지하주차장
409552.5721,231181.9266,울산광역시 중구 우정동 380번지 19호,축협 및 토마스약국 지하주차장(두산빌딩)
167636.647,440738.0852,인천광역시 중구 신흥동2가 18번지 4호,인천보건환경연구원
171848.6642,443384.8717,인천광역시 서구 가좌동 30-86 진주아파트,진주아파트3단지 아파트
171616.9993,445987.5679,인천광역시 서구 가정동 430번지 21호,서구문화회관
173053.6944,454392.4825,인천광역시 서구 당하동 1031번지,풍림아이원아파트
171388.0989,446276.1707,인천광역시 서구 가정동 529 가정중앙시장역(인천2호선),가정중앙시장역
171232.6815,443579.1478,인천광역시 서구 가좌동 110 인천가좌역,인천가좌역
208322.9547,478139.1132,경기도 양주시 삼숭동 564번지,나래아파트
216087.3496,450263.5089,경기도 하남시 풍산동 477번지,미사강변동원로얄듀크아파트
213219,441440,경기도 하남시 학암동 671번지,플로리체위례아파트
213605,441106,경기도 하남시 학암동 673번지,위례그린파크푸르지오아파트
216475,450667,경기도 하남시 풍산동 480번지,미사강변센트럴자이 아파트
216130.7471,452406.7302,경기도 하남시 선동 436번지,미사강변센트리버아파트
216597.2584,451836.9871,경기도 하남시 망월동 949번지,미사강변도시13단지아파트
215571,452412,경기도 하남시 선동 455번지,미사강변리버뷰자이아파트
216561.0522,452082.4272,경기도 하남시 망월동 946번지,미사강변도시12단지아파트
216948.2585,452246.8138,경기도 하남시 망월동 938번지,미사강변도시16단지아파트
207092.805,470764.9541,경기도 의정부시 용현동 290번지 1호,신도10차파크힐타운아파트 지하주차장
219366.9911,448804.2562,경기도 하남시 신장동 100번지,동일아파트
219192.7015,448871.6368,경기도 하남시 신장동 527번지,한국아파트
219875.1388,448305.8085,경기도 하남시 창우동 521번지,신안아파트
217689.6531,447876.1168,경기도 하남시 덕풍동 524번지,덕풍현대아파트
217538.6953,449190.7571,경기도 하남시 덕풍동 336번지 40호,라인아파트
205409.3038,482840.6052,경기도 양주시 덕정동 538번지,서희스타힐스1단지아파트
205604.1649,482895.9074,경기도 양주시 덕정동 540번지,서희스타힐스2단지아파트
239789.814,419606.5381,경기도 이천시 창전동 470번지 16호,한솔스파빌아파트
239534.9723,419881.6251,경기도 이천시 창전동 165번지 1호,아이에스타워
218101.8782,448798.2662,경기도 하남시 덕풍동 404번지 1호,진모루마을현대아파트
217959.1471,448527.0713,경기도 하남시 덕풍동 419번지 32호,계명빌딩
203920.1304,471919.7909,경기도 의정부시 의정부동 234번지 2호,"추병원 관리실,기계실"
202922.4723,470143.9286,경기도 의정부시 의정부동 323번지,의정부예술의전당 지하주차장
218223.391,448784.2008,경기도 하남시 신장동 415번지 10호,명지캐럿아파트
218010.6269,448550.9241,경기도 하남시 신장동 427번지 66호,진도로르빌아파트
216854.4031,451905.3113,경기도 하남시 망월동 910번지,미사강변파밀리에아파트
217264.4073,450891.4186,경기도 하남시 망월동 1162번지,미사강변28단지아파트
216363,451663,경기도 하남시 망월동 981번지,미사2동 행정복지센터
216443.5472,452678.3198,경기도 하남시 선동 423번지,미사강변리버나인아파트
217077.6808,446659.7702,경기도 하남시 춘궁동 334번지 1호,춘궁동 노인복지회관
218022.1516,448248.0703,경기도 하남시 덕풍동 695번지,벽산블루밍아파트
216942,450449,경기도 하남시 풍산동 567번지,미사강변도시26단지아파트
207610.1498,470170.6144,경기도 의정부시 용현동 38번지,그랜드아파트 지하주차장
206913.8997,470484.7024,경기도 의정부시 용현동 391번지 19호,건영아파트 지하주차장
